,OverallRating,pros
1921,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
1922,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
1923,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
1924,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
1925,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
1926,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
1927,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
1928,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
1929,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
1930,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
1931,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
1932,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
1933,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
1934,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
1935,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
1936,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
1937,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
1938,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
1939,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
1940,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
1941,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
1942,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
1943,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
1944,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
1945,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
1946,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
1947,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
1948,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
1949,5.0,"[ ' [ ' , ' Lots ' , ' career ' , ' development ' , ' learning ' , ' opportunity ' , ' ] ' ]"
1950,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
1951,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
1952,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
1953,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
1954,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
1955,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
1956,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
1957,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
1958,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
1959,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
1960,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
1961,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
1962,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
1963,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
1964,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
1965,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
1966,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
1967,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
1968,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
1969,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
1970,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
1971,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
1972,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
1973,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
1974,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
1975,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
1976,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
1977,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
1978,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
1979,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
1980,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
1981,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
1982,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
1983,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
1984,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
1985,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
1986,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
1987,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
1988,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
1989,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
1990,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
1991,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
1992,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
1993,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
1994,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
1995,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
1996,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
1997,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
1998,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
1999,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
2000,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
2001,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
2002,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
2003,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
2004,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
2005,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
2006,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
2007,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
2008,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
2009,5.0,"[ ' [ ' , ' Lots ' , ' career ' , ' development ' , ' learning ' , ' opportunity ' , ' ] ' ]"
2010,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
2011,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
2012,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
2013,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
2014,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
2015,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
2016,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
2017,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
2018,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
2019,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
2020,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
2021,5.0,"[ ' [ ' , ' Work ' , ' life ' , ' balance ' , ' Respect ' , ' Salesforce ' , ' care ' , ' abt ' , ' employee ' , ' Agile ' , ' ] ' ]"
2022,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
2023,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
2024,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
2025,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
2026,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
2027,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
2028,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
2029,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
2030,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
2031,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
2032,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
2033,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
2034,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
2035,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
2036,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
2037,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
2038,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
2039,5.0,"[ ' [ ' , ' Lots ' , ' career ' , ' development ' , ' learning ' , ' opportunity ' , ' ] ' ]"
2040,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
2041,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
2042,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
2043,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
2044,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
2045,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
2046,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
2047,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
2048,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
2049,5.0,"[ ' [ ' , ' Lots ' , ' career ' , ' development ' , ' learning ' , ' opportunity ' , ' ] ' ]"
2050,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
2051,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
2052,3.0,"[ ' [ ' , ' Benefits ' , ' top ' , ' notch ' , ' Perks ' , ' tower ' , ' holiday ' , ' party ' , ' impressive ' , ' Sales ' , ' tactic ' , ' strategy ' , ' great ' , ' growth ' , ' even ' , ' experienced ' , ' rep ' , ' Youll ' , ' meet ' , ' talented ' , ' sale ' , ' rep ' , ' wide ' , ' variance ' , ' style ' , ' ESPP ' , ' generous ' , ' maternitypaternity ' , ' leave ' , ' Although ' , ' affect ' , ' likelihood ' , ' promoted ' , ' ] ' ]"
2053,5.0,"[ ' [ ' , ' Company ' , ' really ' , ' great ' , ' working ' , ' culture ' , ' also ' , ' amazing ' , ' ] ' ]"
2054,5.0,"[ ' [ ' , ' PTO ' , ' Salary ' , ' Culture ' , ' CEO ' , ' Character ' , ' ] ' ]"
2055,5.0,"[ ' [ ' , ' Good ' , ' place ' , ' work ' , ' treat ' , ' well ' , ' ] ' ]"
2056,5.0,"[ ' [ ' , ' Great ' , ' tech ' , ' stack ' , ' company ' , ' ] ' ]"
2057,5.0,"[ ' [ ' , ' Positive ' , ' culture ' , ' supportive ' , ' management ' , ' ton ' , ' training ' , ' ] ' ]"
2058,5.0,"[ ' [ ' , ' Theres ' , ' room ' , ' jerk ' , ' environment ' , ' positivity ' , ' learning ' , ' celebrating ' , ' success ' , ' weed ' , ' bad ' , ' behavior ' , ' actor ' , ' ] ' ]"
2059,5.0,"[ ' [ ' , ' Love ' , ' great ' , ' talent ' , ' ] ' ]"
2060,5.0,"[ ' [ ' , ' Unparalleled ' , ' team ' , ' benefit ' , ' overall ' , ' company ' , ' culture ' , ' Tons ' , ' room ' , ' upward ' , ' mobilitygrowth ' , ' Worklife ' , ' balance ' , ' overall ' , ' flexibility ' , ' Leadership ' , ' actually ' , ' care ' , ' wellbeing ' , ' taking ' , ' care ' , ' employee ' , ' ] ' ]"
2061,5.0,"[ ' [ ' , ' great ' , ' work ' , ' ] ' ]"
